Date,Open,High,Low,Close,Adj Close,Volume,Stock
1983-07-07 00:00:00-04:00,0.33467137813568115,0.33732738080199864,0.33467137813568115,0.33467137813568115,0.33467137813568115,32203575,WSM
1983-07-08 00:00:00-04:00,0.33467137813568115,0.3399833449972684,0.33467137813568115,0.33467137813568115,0.33467137813568115,8924175,WSM
1983-07-11 00:00:00-04:00,0.33998334407806396,0.3506078933092774,0.33998334407806396,0.33998334407806396,0.33998334407806396,2673000,WSM
1983-07-12 00:00:00-04:00,0.3452952206134796,0.3532638044602439,0.3452952206134796,0.3452952206134796,0.3452952206134796,4866075,WSM
1983-07-13 00:00:00-04:00,0.353263795375824,0.36123234054662984,0.353263795375824,0.353263795375824,0.353263795375824,2654775,WSM
1983-07-14 00:00:00-04:00,0.3532638960921807,0.3585764790565793,0.3506079316139221,0.3506079316139221,0.3506079316139221,1676700,WSM
1983-07-15 00:00:00-04:00,0.35060782104295,0.35060782104295,0.3426392376422882,0.3426392376422882,0.3426392376422882,4641300,WSM
1983-07-18 00:00:00-04:00,0.34263941027376127,0.3452953752525608,0.33732748031616216,0.3373274803161621,0.3373274803161621,3620700,WSM
1983-07-19 00:00:00-04:00,0.33998334407806396,0.3479518906501408,0.33998334407806396,0.33998334407806396,0.33998334407806396,2156625,WSM
1983-07-20 00:00:00-04:00,0.3452952206134796,0.35060784067090706,0.3452952206134796,0.3452952206134796,0.3452952206134796,874800,WSM
1983-07-21 00:00:00-04:00,0.3452952206134796,0.3559197682495807,0.3452952206134796,0.3452952206134796,0.3452952206134796,504225,WSM
1983-07-22 00:00:00-04:00,0.3452952206134796,0.3559197682495807,0.3452952206134796,0.3452952206134796,0.3452952206134796,492075,WSM
1983-07-25 00:00:00-04:00,0.3506079316139221,0.36388840801309635,0.3506079316139221,0.3506079316139221,0.3506079316139221,413100,WSM
1983-07-26 00:00:00-04:00,0.353263795375824,0.3665443064597445,0.353263795375824,0.353263795375824,0.353263795375824,230850,WSM
1983-07-27 00:00:00-04:00,0.353263795375824,0.3638883042676667,0.353263795375824,0.353263795375824,0.353263795375824,722925,WSM
1983-07-28 00:00:00-04:00,0.353263795375824,0.353263795375824,0.353263795375824,0.353263795375824,0.353263795375824,0,WSM
