Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TM,TM,TM,TM,TM,TM
Date,,,,,,
2020-01-02,142.24000549316406,142.24000549316406,142.35000610351562,141.52999877929688,142.0,118100
2020-01-03,140.75,140.75,141.4199981689453,140.3000030517578,141.22999572753906,174900
2020-01-06,140.77000427246094,140.77000427246094,140.88999938964844,139.4600067138672,139.4600067138672,150200
2020-01-07,141.50999450683594,141.50999450683594,142.42999267578125,141.36000061035156,142.1300048828125,123500
2020-01-08,141.16000366210938,141.16000366210938,141.5800018310547,140.60000610351562,140.91000366210938,117700
2020-01-09,140.50999450683594,140.50999450683594,141.16000366210938,140.11000061035156,141.16000366210938,116200
2020-01-10,139.72999572753906,139.72999572753906,140.16000366210938,139.47000122070312,140.0,172000
2020-01-13,140.55999755859375,140.55999755859375,140.64999389648438,139.72000122070312,140.16000366210938,114100
2020-01-14,140.3699951171875,140.3699951171875,140.7100067138672,140.02000427246094,140.4199981689453,109400
2020-01-15,139.36000061035156,139.36000061035156,139.82000732421875,139.27999877929688,139.61000061035156,138200
2020-01-16,140.10000610351562,140.10000610351562,140.10000610351562,139.3699951171875,139.44000244140625,104000
2020-01-17,140.0399932861328,140.0399932861328,140.05999755859375,139.47000122070312,139.67999267578125,91100
2020-01-21,142.3800048828125,142.3800048828125,142.9600067138672,141.39999389648438,141.75,166200
2020-01-22,141.55999755859375,141.55999755859375,142.22999572753906,141.22000122070312,141.92999267578125,170800
2020-01-23,143.05999755859375,143.05999755859375,143.10000610351562,142.10000610351562,142.4499969482422,169400
2020-01-24,142.75999450683594,142.75999450683594,143.75999450683594,142.24000549316406,143.49000549316406,204900
2020-01-27,141.05999755859375,141.05999755859375,141.5399932861328,140.67999267578125,141.44000244140625,186800
2020-01-28,142.5800018310547,142.5800018310547,142.58999633789062,141.6699981689453,141.6699981689453,234500
2020-01-29,141.5500030517578,141.5500030517578,142.5800018310547,141.5500030517578,142.5800018310547,116900
2020-01-30,141.0800018310547,141.0800018310547,141.19000244140625,139.72999572753906,140.5,111400
2020-01-31,138.83999633789062,138.83999633789062,140.60000610351562,138.50999450683594,140.0500030517578,281600
2020-02-03,138.9199981689453,138.9199981689453,139.8800048828125,138.5500030517578,138.67999267578125,160600
2020-02-04,140.9499969482422,140.9499969482422,141.6300048828125,140.52999877929688,140.74000549316406,208100
2020-02-05,141.72000122070312,141.72000122070312,142.1999969482422,141.4600067138672,142.1999969482422,104100
2020-02-06,143.85000610351562,143.85000610351562,144.38999938964844,143.05999755859375,144.0,204600
2020-02-07,142.33999633789062,142.33999633789062,143.16000366210938,142.25999450683594,142.99000549316406,98000
2020-02-10,141.27999877929688,141.27999877929688,141.89999389648438,140.7100067138672,140.92999267578125,135800
2020-02-11,142.11000061035156,142.11000061035156,142.33999633789062,141.6999969482422,141.99000549316406,151200
2020-02-12,142.42999267578125,142.42999267578125,142.66000366210938,141.9499969482422,142.0,99100
2020-02-13,141.10000610351562,141.10000610351562,141.4600067138672,140.77999877929688,141.0,135900
2020-02-14,140.14999389648438,140.14999389648438,140.99000549316406,139.75999450683594,140.60000610351562,139200
2020-02-18,139.3800048828125,139.3800048828125,140.0,138.5800018310547,139.05999755859375,275800
2020-02-19,137.83999633789062,137.83999633789062,138.67999267578125,137.52000427246094,137.6300048828125,315200
2020-02-20,139.11000061035156,139.11000061035156,139.41000366210938,138.24000549316406,138.6300048828125,241000
2020-02-21,139.0399932861328,139.0399932861328,139.80999755859375,138.63999938964844,139.3000030517578,150600
2020-02-24,134.49000549316406,134.49000549316406,135.30999755859375,134.00999450683594,135.1199951171875,398800
2020-02-25,134.02999877929688,134.02999877929688,136.25999450683594,133.3000030517578,136.25999450683594,317700
2020-02-26,135.1300048828125,135.1300048828125,136.27999877929688,134.6199951171875,135.1999969482422,316800
2020-02-27,131.39999389648438,131.39999389648438,133.72999572753906,131.22999572753906,133.16000366210938,304700
2020-02-28,130.75,130.75,130.8000030517578,128.0,128.85000610351562,367900
